experiment_no,experiment_id,generated_at,dataset_fingerprint,champion_before,challenger_id,challenger_config_json,dev_champion_exact_nll,dev_challenger_exact_nll,dev_improvement,folds_won,worst_fold_regression,confirmation_run,confirmation_passed,audit_champion_exact_nll,audit_challenger_exact_nll,audit_improvement_report_only,decision,reason,champion_after
170,exp-0000170-d19489bd9e07,2026-08-22T12:56:51+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-d19489bd9e07,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.25, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 500, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.913626458697249,-0.0004771536090988,2,0.0052978096177342,False,False,6.919173646423948,6.922599644259282,-0.0034259978353343,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
171,exp-0000171-0bf4736583ce,2026-08-22T12:57:00+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-0bf4736583ce,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 300, ""tree_estimators"": 240, ""tree_min_leaf"": 12, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.919937405536838,-0.0067881004486878,1,0.0159142223878783,False,False,6.919173646423948,6.918070155698416,0.0011034907255318,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
172,exp-0000172-d3326c963148,2026-08-22T12:57:12+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-d3326c963148,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 750, ""lr_c"": 1.0, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.92456872273934,-0.0114194176511901,0,0.0204372918611683,False,False,6.919173646423948,6.932014847386005,-0.0128412009620566,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
173,exp-0000173-fca5cfe4053d,2026-08-22T12:57:23+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-fca5cfe4053d,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.55, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 180, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.915099820650373,-0.001950515562223,0,0.002900184192593,False,False,6.919173646423948,6.925691916860343,-0.0065182704363948,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
174,exp-0000174-46da4cf69a3a,2026-08-22T12:57:33+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-46da4cf69a3a,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.04}",6.91314930508815,6.919179501292002,-0.0060301962038522,1,0.0120717558480238,False,False,6.919173646423948,6.922032773952677,-0.0028591275287288,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
175,exp-0000175-ea261a66b7bc,2026-08-22T12:57:46+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-ea261a66b7bc,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 2000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 320, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.920602168288721,-0.0074528632005712,1,0.0186282367010059,False,False,6.919173646423948,6.917232884368881,0.0019407620550673,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
176,exp-0000176-212321f1ebf1,2026-08-22T12:58:00+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-212321f1ebf1,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.25, ""markov_blend"": 0.45, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.912512460416959,0.0006368446711908,2,0.0006495704608937,False,False,6.919173646423948,6.920831108448173,-0.0016574620242248,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
177,exp-0000177-593f2e912fa6,2026-08-22T12:58:10+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-593f2e912fa6,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 2000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.02}",6.91314930508815,6.92270131293369,-0.0095520078455395,0,0.0192256364675689,False,False,6.919173646423948,6.913149731617337,0.0060239148066107,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
178,exp-0000178-55426dfeba9e,2026-08-22T12:58:21+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-55426dfeba9e,"{""evolution_rate"": 0.7, ""frequency_profile"": ""balanced"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.912917988338471,0.0002313167496792,2,0.0028117612993376,False,False,6.919173646423948,6.919390218262799,-0.0002165718388509,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
179,exp-0000179-1135d78deaa9,2026-08-22T12:58:32+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-1135d78deaa9,"{""evolution_rate"": 0.55, ""frequency_profile"": ""default"", ""half_life_draws"": 3000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 2000, ""tree_estimators"": 240, ""tree_min_leaf"": 4, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.922611611960043,-0.0094623068718933,0,0.0180123998856229,False,False,6.919173646423948,6.926078862238106,-0.0069052158141582,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
180,exp-0000180-e6e4132f1321,2026-08-22T12:58:43+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-e6e4132f1321,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 1.0, ""markov_blend"": 0.55, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.912598707449571,0.0005505976385791,2,0.0003799376684447,False,False,6.919173646423948,6.921082098798272,-0.001908452374324,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
181,exp-0000181-37730d3286fe,2026-08-22T12:58:52+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-37730d3286fe,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.25, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 4, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.922696929948125,-0.0095476248599748,0,0.0169831747623261,False,False,6.919173646423948,6.9252523665486505,-0.0060787201247025,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
182,exp-0000182-554cccd7c260,2026-08-22T12:59:06+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-554cccd7c260,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 1.0, ""markov_blend"": 0.75, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.913291706633005,-0.0001424015448545,2,0.0021339715337944,False,False,6.919173646423948,6.92251418921102,-0.0033405427870718,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
183,exp-0000183-b1c25776bc24,2026-08-22T12:59:16+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-b1c25776bc24,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 750, ""lr_c"": 0.5, ""markov_blend"": 0.75, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.04}",6.91314930508815,6.92506150994549,-0.0119122048573396,1,0.0215221051702512,False,False,6.919173646423948,6.925828363175931,-0.0066547167519832,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
184,exp-0000184-54438c39c476,2026-08-22T12:59:28+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-54438c39c476,"{""evolution_rate"": 0.7, ""frequency_profile"": ""recent"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 4, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.923096654273828,-0.009947349185678,0,0.0190120914901337,False,False,6.919173646423948,6.927599294472062,-0.0084256480481137,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
185,exp-0000185-0104847bd54b,2026-08-22T12:59:43+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-0104847bd54b,"{""evolution_rate"": 1.0, ""frequency_profile"": ""default"", ""half_life_draws"": 500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 4, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.930185072648935,-0.0170357675607846,0,0.0287041465703206,False,False,6.919173646423948,6.945528473810366,-0.0263548273864184,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
186,exp-0000186-8f87641e0320,2026-08-22T12:59:52+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-8f87641e0320,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.1, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 320, ""tree_min_leaf"": 20, ""validation_draws"": 1000, ""weight_temperature"": 0.08}",6.91314930508815,6.924780210614814,-0.0116309055266636,0,0.0194674533935987,False,False,6.919173646423948,6.928474145326778,-0.0093004989028298,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
187,exp-0000187-1986aed703c3,2026-08-22T13:00:03+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-1986aed703c3,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 3000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.08}",6.91314930508815,6.925447715550837,-0.0122984104626873,1,0.0239914768806803,False,False,6.919173646423948,6.928017658008759,-0.0088440115848111,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
188,exp-0000188-6c21bbda98c1,2026-08-22T13:00:13+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-6c21bbda98c1,"{""evolution_rate"": 0.7, ""frequency_profile"": ""recent"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 120, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.919083649762546,-0.0059343446743955,0,0.0066318475143054,False,False,6.919173646423948,6.931997828476711,-0.0128241820527632,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
189,exp-0000189-977540f385e7,2026-08-22T13:00:24+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-977540f385e7,"{""evolution_rate"": 0.7, ""frequency_profile"": ""balanced"", ""half_life_draws"": 1500, ""lr_c"": 0.25, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 12, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.918259365959152,-0.0051100608710017,0,0.011104524004379,False,False,6.919173646423948,6.9154716616490335,0.0037019847749144,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
190,exp-0000190-b5dce7b590d0,2026-08-22T13:00:36+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-b5dce7b590d0,"{""evolution_rate"": 0.55, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.45, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.912688958700244,0.0004603463879062,1,0.0008143278844725,False,False,6.919173646423948,6.920398647644962,-0.0012250012210142,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
191,exp-0000191-21c5f4d9ac20,2026-08-22T13:00:46+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-21c5f4d9ac20,"{""evolution_rate"": 0.7, ""frequency_profile"": ""medium"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 180, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.915886922790297,-0.0027376177021469,0,0.0053663850555816,False,False,6.919173646423948,6.925555914296854,-0.0063822678729064,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
192,exp-0000192-fd43f6df140d,2026-08-22T13:00:56+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-fd43f6df140d,"{""evolution_rate"": 0.55, ""frequency_profile"": ""medium"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 2000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.913856232959709,-0.0007069278715592,2,0.0041533102862345,False,False,6.919173646423948,6.920861544053781,-0.0016878976298331,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
193,exp-0000193-20e53bb98892,2026-08-22T13:01:04+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-20e53bb98892,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 120, ""tree_min_leaf"": 12, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.919836043532648,-0.0066867384444977,0,0.0129010916125373,False,False,6.919173646423948,6.918139359328772,0.0010342870951758,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
194,exp-0000194-2522b717d355,2026-08-22T13:01:15+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-2522b717d355,"{""evolution_rate"": 0.55, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 2000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.912988713433527,0.0001605916546232,2,0.0009287528681136,False,False,6.919173646423948,6.920456863122558,-0.00128321669861,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
195,exp-0000195-5b03a31f61b7,2026-08-22T13:01:25+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-5b03a31f61b7,"{""evolution_rate"": 0.85, ""frequency_profile"": ""balanced"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.912802505192044,0.0003467998961061,2,0.0027438237965071,False,False,6.919173646423948,6.91957835027141,-0.0004047038474617,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
196,exp-0000196-3412cfbd79db,2026-08-22T13:01:35+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-3412cfbd79db,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 500, ""tree_estimators"": 240, ""tree_min_leaf"": 12, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.9190540602715975,-0.0059047551834474,1,0.0139710200161449,False,False,6.919173646423948,6.916845000637652,0.0023286457862958,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
197,exp-0000197-065c7403d4b7,2026-08-22T13:01:47+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-065c7403d4b7,"{""evolution_rate"": 0.7, ""frequency_profile"": ""medium"", ""half_life_draws"": 1500, ""lr_c"": 0.25, ""markov_blend"": 0.75, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.913571255256102,-0.0004219501679516,1,0.0018342552119694,False,False,6.919173646423948,6.921858467569265,-0.0026848211453174,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
198,exp-0000198-fe3ce5fd13b4,2026-08-22T13:01:58+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-fe3ce5fd13b4,"{""evolution_rate"": 0.7, ""frequency_profile"": ""balanced"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 2000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.9132651551386815,-0.0001158500505313,2,0.0040082359660065,False,False,6.919173646423948,6.919287136127451,-0.0001134897035033,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
199,exp-0000199-3dcfeba6b334,2026-08-22T13:02:08+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-3dcfeba6b334,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 12, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.923040870112351,-0.0098915650242012,1,0.018529302191788,False,False,6.919173646423948,6.916795796196249,0.0023778502276989,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
200,exp-0000200-a42bcc61074c,2026-08-22T13:02:19+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-a42bcc61074c,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 4, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.924040372143431,-0.0108910670552804,0,0.0165375400643759,False,False,6.919173646423948,6.929042043806435,-0.0098683973824869,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
201,exp-0000201-5b1d474fc578,2026-08-22T13:02:29+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-5b1d474fc578,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 750, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 300, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.928202629292859,-0.0150533242047092,0,0.0217807543734203,False,False,6.919173646423948,6.9363190164171336,-0.0171453699931856,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
202,exp-0000202-fc39d7d7a2b3,2026-08-22T13:02:41+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-fc39d7d7a2b3,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 750, ""lr_c"": 0.5, ""markov_blend"": 0.75, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 4, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.927495111502421,-0.0143458064142709,0,0.0263485468374735,False,False,6.919173646423948,6.927480808304052,-0.0083071618801042,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
203,exp-0000203-2f88037e6a8b,2026-08-22T13:02:51+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-2f88037e6a8b,"{""evolution_rate"": 0.7, ""frequency_profile"": ""medium"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 300, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.02}",6.91314930508815,6.9167863533205605,-0.0036370482324104,0,0.0087802704854018,False,False,6.919173646423948,6.920313563044405,-0.001139916620457,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
204,exp-0000204-bcbb204b3a34,2026-08-22T13:03:01+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-bcbb204b3a34,"{""evolution_rate"": 0.85, ""frequency_profile"": ""default"", ""half_life_draws"": 1000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.924969548122462,-0.0118202430343119,0,0.0140582891964333,False,False,6.919173646423948,6.921972730387807,-0.0027990839638594,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
205,exp-0000205-6cb7deeee0b4,2026-08-22T13:03:14+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-6cb7deeee0b4,"{""evolution_rate"": 0.7, ""frequency_profile"": ""recent"", ""half_life_draws"": 500, ""lr_c"": 0.5, ""markov_blend"": 0.55, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 320, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.932564382228403,-0.0194150771402528,0,0.0291661299665797,False,False,6.919173646423948,6.940842226963485,-0.0216685805395373,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
206,exp-0000206-9e04e25f6d60,2026-08-22T13:03:25+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-9e04e25f6d60,"{""evolution_rate"": 0.7, ""frequency_profile"": ""medium"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.45, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 4, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.925805921138109,-0.0126566160499592,0,0.0178374438540522,False,False,6.919173646423948,6.924014253147711,-0.0048406067237625,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
207,exp-0000207-070308e49651,2026-08-22T13:03:37+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-070308e49651,"{""evolution_rate"": 0.7, ""frequency_profile"": ""balanced"", ""half_life_draws"": 3000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.916305964283687,-0.0031566591955369,1,0.0075794977966214,False,False,6.919173646423948,6.918900558067016,0.0002730883569324,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
208,exp-0000208-6efbaa390e29,2026-08-22T13:03:49+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-6efbaa390e29,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 300, ""tree_estimators"": 240, ""tree_min_leaf"": 4, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.925757555474257,-0.0126082503861066,0,0.0178010802591872,False,False,6.919173646423948,6.929919487824613,-0.0107458414006647,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
209,exp-0000209-20920d0b1d42,2026-08-22T13:03:59+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-20920d0b1d42,"{""evolution_rate"": 0.7, ""frequency_profile"": ""medium"", ""half_life_draws"": 2000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 320, ""tree_min_leaf"": 20, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.912126483367726,0.001022821720424,1,0.002581149737546,False,False,6.919173646423948,6.911486849881856,0.0076867965420923,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
